id,name,elements,hmin,hmax,dmeas,dmeas2,colour,csystem,discovery_year,entrytype
1284,Diaphorite,"Ag,Pb,Sb,S",2.5,3,6.04,6.04,"Steel grey to black",Monoclinic,1871,0
1285,Diaspore,"Al,O,H",6.5,7,3.2,3.5,"White, brown, colourless, pale yellow, greyish, greenish grey, lilac, pinkish, rose-red, dark red",Orthorhombic,1801,0
1286,Dickinsonite-(KMnNa),"Al,Ca,Mn,Na,O,P,K,H",3.5,4,3.38,3.41,"Green shades to dark green, yellowish green, brownish green; green in transmitted light.",Monoclinic,1878,0
1287,Dickite,"Al,Si,O,H",2,2.5,2.60,2.60,"White, or tinted by impurities",Monoclinic,1930,0
1288,Dienerite,"As,Ni",,,0,0,"White with tinge of gray",Isometric,1926,0
1289,Dietrichite,"Al,Fe,Mn,Zn,O,S,H",2,2,0,0,"White, Brownish-yellow; Off-white; colourless in transmitted light.",Monoclinic,1878,0
1290,Dietzeite,"Ca,Cr,O,H,I",3.5,3.5,3.617,3.698,"Golden yellow",Monoclinic,1894,0
1291,Digenite,"Cu,S",2.5,3,5.546,5.546,"Grey to greyish black, turning bluish on exposure to air",Trigonal,1844,0
1292,Dimorphite,"As,S",1.5,1.5,3.58,3.58,"Orange-yellow",Orthorhombic,,0
1294,Diopside,"Ca,Mg,Si,O",5.5,6.5,3.22,3.38,"Light to dark green, blue, brown, colourless, snow white, grey, pale violet",Monoclinic,1800,0
1295,Dioptase,"Cu,Si,O,H",5,5,3.28,3.35,"Emerald Green, blue-green",Trigonal,1797,0
1296,Dissakisite-(Ce),"Al,Ca,Ce,Mg,Si,O,H",6.5,7,3.75,3.75,"Pale yellow-brown in thin section.",Monoclinic,,0
1297,Dittmarite,"Mg,N,O,P,H",5,5,2.15,2.15,"Colourless",Orthorhombic,1887,0
1298,Dixenite,"As,Cu,Fe,Mn,Si,O,H",3,4,4.35,4.35,"Deep red-brown to nearly black",Trigonal,1920,0
1299,Djerfisherite,"Cl,Cu,Fe,Ni,K,S",3.5,3.5,0,0,"Greenish yellow, khaki, to olive drab",Isometric,1966,0
1300,Djurleite,"Cu,S",2.5,3,0,0,"Black, gray in reflected light",Monoclinic,1962,0
1301,Dmisteinbergite,"Al,Ca,Si,O",6,6,2.73,2.73,"Colourless",Trigonal,1989,0
1302,Dolerophanite,"Cu,O,S",3,3,4.17,4.17,"Dark brown, nearly black; yellow-brown in transmitted light.",Monoclinic,1873,0
1303,Dollaseite-(Ce),"Al,Ca,Ce,Mg,Si,O,F,H",6.5,7,3.90,3.90,"Brown",Monoclinic,,0
1304,Dolomite,"Ca,Mg,O,C",3.5,4,2.84,2.86,"Colourless, white, gray, reddish-white, brownish-white, or pink; colourless in transmitted light",Trigonal,1791,0
1305,Doloresite,"O,H,V",,,3.27,3.33,"Nearly black with dark bronzy tarnish.  Very fine fragments under oil immersion are reddish brown to yellow red in transmitted light.",Monoclinic,1957,0
1306,Domeykite,"As,Cu",3,3.5,7.2,7.9,"Tin-white, steel-grey",Isometric,1845,0
1307,Donathite,"",,,,,,,,0
1308,Donharrisite,"Hg,Ni,S",2,2,0,0,"Brown",Monoclinic,1987,0
1309,Donnayite-(Y),"Ca,Na,Sr,O,C,H,Y",3,3,3.30,3.30,"pale yellow to yellow, colorless, white, grey, brown to reddish brown",Triclinic,1973,0
1310,Donpeacorite,"Mg,Mn,Si,O",5,6,3.36,3.36,"Pale buff, yellow-orange; faint pink in thin section.",Orthorhombic,1984,0
1311,Dorallcharite,"Fe,Tl,O,S,H",3,4,0,0,"Golden yellow",Trigonal,1994,0
1312,Dorfmanite,"Na,O,P,H",1,1.5,1.98,2.00,"White",Orthorhombic,1979,0
1313,Dorrite,"Al,Ca,Fe,Mg,Si,O",5.5,5.5,0,0,"red-brown, brown-black, dark brown",Triclinic,1987,0
1314,Douglasite,"Cl,Fe,O,K,H",,,2.16,2.16,"Light green; brownish red on exposure.",Monoclinic,1880,0
1315,Downeyite,"Se,O",,,0,0,"Colourless (red - included selenium, yellow - included sulfur)",Tetragonal,1971,0
1316,Doyleite,"Al,O,H",2.5,3,2.48,2.48,"White, creamy-white, bluish-white",Triclinic,1985,0
1317,Dozyite,"Al,Mg,Si,O,H",2.5,2.5,2.66,2.66,"Colourless, violet",Monoclinic,1995,0
1318,Dravite,"Al,Mg,Na,Si,B,O,H",7,7,3.03,3.18,"Pale brown to dark-brown to brownish-black, also dark-yellow, blue.",Trigonal,1883,0
1319,Dresserite,"Al,Ba,O,C,H",2.5,3,2.96,2.96,"White",Orthorhombic,1968,0
1320,Dreyerite,"Bi,O,V",2,3,0,0,"Orange-yellow, brownish-yellow",Tetragonal,,0
1321,Drugmanite,"Fe,Pb,O,P,H",5,6,0,0,"Pale yellow",Monoclinic,1979,0
1322,Drysdallite,"Mo,Se",2,2,0,0,"Grayish black with a brown tint",Hexagonal,1973,0
1323,Dufrénite,"Ca,Fe,O,P,H",3.5,4.5,3.1,3.34,"Dark green, olive-green, olive-brown, black; olive-brown to reddish brown with oxidation; bluish green to reddish brown or yellow in transmitted light.",Monoclinic,1833,0
1324,Dufrénoysite,"As,Pb,S",3,3,5.50,5.57,"Dark lead-grey; dark red-brown (transmitted light)",Monoclinic,,0
1325,Duftite,"As,Cu,Pb,O,H",4.5,4.5,6.12,6.12,"Olive-green, grey-green",Orthorhombic,1920,0
1326,Dugganite,"As,Pb,Te,Zn,O",3,3,6.33,6.33,"White, green",Trigonal,1978,0
1328,Dumontite,"Pb,O,P,H,U",,,5.65,5.65,"Golden yellow to ocher yellow",Monoclinic,1924,0
1329,Dumortierite,"Al,Si,B,O",7,8,3.21,3.41,"Blue, greenish-blue, violet-blue, pale blue, pink, red",Orthorhombic,1879,0
1330,Dundasite,"Al,Pb,O,C,H",2,2,3.1,3.55,"White to colourless to very pale blue; rarely pale greenish or pale yellowish",Orthorhombic,1893,0
1331,Dunhamite,"Pb,Te,O",,,0,0,,,,0
1332,Durangite,"Al,As,Na,O,F",5.5,5.5,3.94,4.07,"Light to dark orange-red, red; green; orange-yellow in artificial light.",Monoclinic,1869,0
1333,Duranusite,"As,S",2,2.5,0,0,"Grey black, translucent dark red in very tiny splinters",Orthorhombic,1973,0
1334,Dussertite,"As,Ba,Fe,O,H",3.5,3.5,3.75,3.75,"Green, yellow-green, bluish green; yellowish green in transmitted light.",Trigonal,1925,0
1335,Duttonite,"O,H,V",2.5,2.5,0,0,"Pale brown",Monoclinic,1956,0
1336,Dwornikite,"Ni,O,S,H",2,3,0,0,"White, faint greenish tint (perhaps from impurities)",Monoclinic,1981,0
1337,Dynamite,"",,,0,0,,,,0
1338,Dypingite,"Mg,O,C,H",,,0,0,"White, pale pink",Monoclinic,1961,0
1339,Dzhalindite,"In,O,H",,,4.38,4.38,"Yellow-brown, orange, colorless",Isometric,1963,0
1340,Datolite,"Ca,Si,B,O,H",5,5.5,2.96,3.00,"White, greyish, pale green, red, yellow, pink, etc.",Monoclinic,1805,0
1341,Danalite,"Be,Fe,Si,O,S",5.5,6,3.28,3.46,"Pink, grey, yellow, reddish brown, red",Isometric,1866,0
1342,Dyscrasite,"Ag,Sb",3.5,4,9.712,9.712,"Silver White",Orthorhombic,1797,0
1343,Eakerite,"Al,Ca,Si,Sn,O,H",5.5,5.5,2.93,2.93,"Colourless, white",Monoclinic,1966,0
1344,Earlandite,"Ca,O,C,H",,,1.80,1.95,"White, pale yellow",Monoclinic,1936,0
1345,Earlshannonite,"Fe,Mn,O,P,H",3,4,2.90,2.90,"Dark reddish brown, yellowish brown, yellow-orange, bright yellow",Monoclinic,1983,0
1346,Ecandrewsite,"Ti,Zn,O",5,5,0,0,"Dark brown, black",Trigonal,1978,0
1348,Eckermannite,"Al,Mg,Na,Si,O,H",5,6,0,0,,Monoclinic,1942,0
1349,Eclarite,"Bi,Cu,Fe,Pb,S",2.5,3.5,6.75,6.88,"Whitish-grey",Orthorhombic,1982,0
1350,Edenharterite,"As,Pb,Tl,S",2.5,3,0,0,"Brownish-black",Orthorhombic,1992,0
1351,Edenite,"Al,Ca,Mg,Na,Si,O,H",5,6,3.05,3.37,"White, grey, pale to dark green, also brown and pale pinkish-brown",Monoclinic,1839,0
1352,Edgarbaileyite,"Hg,Si,O",4,4,9.4,9.4,"Freshly exposed material is lemon-yellow to orangish yellow; exposed surfaces range from dark olive-green to a lighter yellowish green to dark green-brown",Monoclinic,1963,0
1353,Edingtonite,"Al,Ba,Si,O,H",4,5,2.694,2.71,"Colorless to white",Orthorhombic,,0
1354,Edoylerite,"Cr,Hg,O,S",,,0,0,"Canary yellow to orangish yellow",Monoclinic,1987,0
1355,Efremovite,"Mg,N,O,S,H",2,2,0,0,"Gray, white",Isometric,1989,0
1356,Eggletonite,"Al,Ca,Fe,Mn,Na,Si,O,K,H",3,4,2.76,2.76,"Dark to golden brown, red-brown",Monoclinic,1977,0
1357,Eglestonite,"Cl,Hg,O,H",2.5,2.5,8.33,8.45,"Yellow, orange-yellow, brown; turns dark brownish, then black, on exposure to light; yellow-brown to brown (transmitted light)",Isometric,1903,0
1358,Ehrleite,"Be,Ca,Zn,O,P,H",3.5,3.5,2.64,2.64,"Colorless, White",Triclinic,1983,0
1359,Eifelite,"Mg,Na,Si,O,K",5,6,0,0,"Colorless to faintly yellow or green",Hexagonal,1980,0
1360,Eitelite,"Mg,Na,O,C",3.5,3.5,2.737,2.737,"Colorless",Trigonal,1954,0
1361,Ekanite,"Ca,Si,Th,O",4.5,4.5,2.95,3.28,"Green in various shades, straw-yellow, dark red, colourless",Tetragonal,1953,0
1362,Ekaterinite,"Ca,Cl,B,O,H",1,1.5,2.440,2.440,"white, white with slight rose tint",Hexagonal,1980,0
1363,Ecdemite,"As,Cl,Pb,O",2.5,3,7.14,7.14,"Greenish-yellow, yellow",Monoclinic,1877,0
1364,Elbaite,"Al,Li,Na,Si,B,O,H",7.5,7.5,2.9,3.1,"Green, blue-green, blue, red to pink, orange, yellow, colourless",Trigonal,1913,0
1366,Ellenbergerite,"Al,Mg,Si,Ti,Zr,O,H",6.5,6.5,3.15,3.22,"Purple to lilac; some individuals exhibit smoky or pink cores.",Hexagonal,1984,0
1368,Ellisite,"As,Tl,S",2,2,7.10,7.10,"Dark gray",Trigonal,1979,0
1369,Elpasolite,"Al,Na,K,F",2.5,2.5,2.995,2.995,"Colourless",Isometric,,0
1370,Elpidite,"Na,Si,Zr,O,H",5,5,2.52,2.62,"Colorless, white, gray, yellowish, orange, brown, beige",Orthorhombic,1894,0
1371,Elyite,"Cu,Pb,O,S,H",2,2,6,6,"Purple",Monoclinic,1971,0
1373,Embreyite,"Cr,Pb,O,P,H",3.5,3.5,6.45,6.45,"Dull orange",Monoclinic,1963,0
1374,Emeleusite,"Fe,Li,Na,Si,O",5,6,2.76,2.76,"Colorless to creamy pinkish",Orthorhombic,1978,0
1377,Emmonsite,"Fe,Te,O,H",5,5,4.52,4.55,"Yellowish-green; light yellow-green in transmitted light.",Triclinic,1885,0
1378,Emplectite,"Bi,Cu,S",2,2,6.38,6.38,"Greyish to tin-white",Orthorhombic,1817,0
1379,Empressite,"Ag,Te",3,3.5,7.61,7.61,"light bronze",Orthorhombic,1914,0
1380,Enargite,"As,Cu,S",3,3,4.4,4.5,"Greyish-black to black, grey/rose-brown in reflected light.",Orthorhombic,1850,0
1383,Englishite,"Al,Ca,Na,O,P,K,H",3,3,2.65,2.68,"Colourless to white, grayish green; colourless in transmitted light.",Monoclinic,1930,0
1384,Enstatite,"Mg,Si,O",5,6,3.2,3.9,"White, yellowish green, brown, greenish white or grey, olive-green",Orthorhombic,1855,0
1385,Enysite,"",,,0,0,,,1876,0
1386,Eosphorite,"Al,Mn,O,P,H",5,5,3.06,3.08,"Usually pale brown, golden brown, also medium brown to dark brown; occasionally pink, rose-red",Orthorhombic,1878,0
1387,Ephesite,"Al,Li,Na,Si,O,H",3.5,4.5,2.984,2.984,"Translucent pink",Triclinic,1851,0
1388,Epididymite,"Be,Na,Si,O,H",5.5,5.5,2.548,2.548,"Colourless to white, rarely pink",Orthorhombic,1893,0
1389,Epidote,"Al,Ca,Fe,Si,O,H",6,6,3.38,3.49,"Yellowish-green, green, brownish-green, black",Monoclinic,1801,0
1390,Epigenite,"",,,0,0,,,,0
1391,Epistilbite,"Al,Ca,Si,O,H",4,4,2.22,2.28,"Colorless, white, pinkish, yellowish",Monoclinic,1826,0
1392,Epistolite,"Na,Nb,Si,Ti,O,H",2.5,3,2.65,2.89,"White, yellowish grey, pinkish beige, tan, silver on {001}",Triclinic,1897,0
1393,Epsomite,"Mg,O,S,H",2,2.5,1.675,1.679,"White, grey, colourless, or pink, greenish; colourless in transmitted light.",Orthorhombic,1806,0
1394,Erdite,"Fe,Na,O,S,H",2,2,2.30,2.30,"Copper-red",Monoclinic,1980,0
1396,Ericaite,"Cl,Fe,B,O",7,7.5,3.17,3.27,"Green, red, purple, brown, black",Orthorhombic,1950,0
1397,Ericssonite,"Ba,Fe,Mn,Si,O,H",4.5,4.5,4.21,4.21,"Deep reddish black",Monoclinic,1966,0
1398,Eriochalcite,"Cl,Cu,O,H",2.5,2.5,2.47,2.47,"Bluish green, greenish blue, yellowish tint at times.",Orthorhombic,1870,0
1400,Erlianite,"Fe,Mg,Si,O,H,V",3.5,3.5,3.11,3.11,"Black",Orthorhombic,1986,0
1401,Erlichmanite,"Os,S",4.5,5.5,8.28,8.28,"Gray",Isometric,1971,0
1402,Ernienickelite,"Mn,Ni,O,H",2,2,3.84,3.84,"Black, red-brown cast.",Trigonal,,0
1403,Erniggliite,"As,Sn,Tl,S",2,3,0,0,"Steel gray to black-gray",Trigonal,1992,0
1404,Ernstite,"Al,Fe,Mn,O,P,H",3,3.5,3.07,3.07,"Yellow-brown",Monoclinic,1970,0
1405,Ershovite,"Fe,Mn,Na,Si,Ti,O,K,H",2,3,2.75,2.75,"Olive-green with brownish or yellowish shades",Triclinic,,0
1406,Ertixiite,"Na,Si,O",5.5,6.5,2.35,2.35,"White, colorless",Isometric,1979,0
1407,Erythrite,"As,Co,O,H",1.5,2.5,3.06,3.06,"Crimson to peach red, pale rose, pink",Monoclinic,,0
1408,Erythrosiderite,"Cl,Fe,O,K,H",,,2.372,2.372,"Ruby-red to red, brownish red; brown-red or yellowish in transmitted light.",Orthorhombic,1872,0
1409,Eskebornite,"Cu,Fe,Se",3,3.5,5.35,5.35,"Brass yellow",Tetragonal,,0
1410,Eskimoite,"Ag,Bi,Pb,S",4,4,0,0,,Monoclinic,1977,0
1411,Eskolaite,"Cr,O",8,8.5,5.18,5.18,"Black to dark green.",Trigonal,1958,0
1412,Esperite,"Ca,Pb,Si,Zn,O",5,5,4.28,4.42,"White, off-white, pale tan",Monoclinic,1928,0
1413,Esseneite,"Al,Ca,Fe,Si,O",6,6,0,0,"Red-brown",Monoclinic,1987,0
1414,Ettringite,"Al,Ca,O,S,H",2,2.5,1.77,1.77,"Colourless; colourless in transmitted light.",Trigonal,1874,0
1415,Eucairite,"Ag,Cu,Se",2.5,2.5,7.6,7.8,"Brilliant creamy white",Orthorhombic,1818,0
1416,Euchlorine,"Cu,Na,O,K,S",,,3.27,3.27,"Emerald-green; emerald-green in transmitted light.",Monoclinic,,0
1417,Euchroite,"As,Cu,O,H",3.5,4,3.44,3.44,"Bright emerald-green, leek-green; bright bluish green in transmitted light.",Orthorhombic,1823,0
1418,Euclase,"Al,Be,Si,O,H",7.5,7.5,2.99,3.1,"Colorless, white, pale green to deep yellowish green, greenish blue, pale blue to deep blue, pink",Monoclinic,1792,0
1419,Eucryptite,"Al,Li,Si,O",6.5,6.5,2.657,2.666,"Colorless, white, pale tan, pale gray",Trigonal,1880,0
1420,Eudialyte,"Ca,Cl,Fe,Na,Si,Zr,O,H",5,6,2.74,3.1,"Variable:  Carmine-red, orange-red, orange, pink, cherry-red, brownish-red, yellowish-brown, brown, yellow, violet, green",Trigonal,1819,0
1421,Eudidymite,"Be,Na,Si,O,H",6,6,2.55,2.55,"White, colorless",Monoclinic,1887,0
1422,Eugenite,"Ag,Hg",2.5,3,10.75,10.75,"Black, silver, bronze",Isometric,1986,0
1423,Eugsterite,"Ca,Na,O,S,H",1,2,0,0,"Colorless",Monoclinic,1981,0
1424,Eulytine,"Bi,Si,O",4.5,4.5,6.1,6.6,"Orange, orange brown to red brown, bright lime green, colorless",Isometric,1827,0
1425,Euxenite-(Y),"Ca,Ce,Nb,Ta,Th,Ti,O,U,Y",5.5,6.5,5.3,5.9,"Black, greenish or brownish tint at times",Orthorhombic,,0
1426,Evansite,"Al,O,P,H",3.5,4,1.8,2.2,"Colourless, milk-white, lightly tinted blue, green or yellow at times; brown, reddish-brown, or red due to FeO inclusions; colourless to brown in transmitted light",Amorphous,1864,0
1427,Eveite,"As,Mn,O,H",3.5,4,3.67,3.67,"Apple-green, pale yellow",Orthorhombic,1966,0
1428,Evenkite,"C,H",1,1,0,0,,Orthorhombic,1953,0
1429,Ewaldite,"Ba,Ca,Ce,Na,O,C,K,H,Y",,,3.25,5,"Bluish green, pale greenish gray",Hexagonal,,0
1430,Eylettersite,"Al,Th,O,P,H",3,4,3.34,3.38,"Cream white",Trigonal,1972,0
1431,Ezcurrite,"Na,B,O,H",3,3.5,2.053,2.053,"Colorless",Triclinic,1957,0
1432,Eztlite,"Cl,Fe,Pb,Te,O,S",3,3,4.5,4.5,"Brilliant red",Monoclinic,1982,0
1433,Fabianite,"Ca,B,O,H",6,6,2.77,2.77,"Colourless",Monoclinic,1962,0
1434,Fadererz,"",,,0,0,,,,0
1435,Faheyite,"Be,Fe,Mn,O,P,H",3,3,2.66,2.66,"White, bluish-white, brownish-white",Trigonal,1952,0
1436,Fahleite,"As,Ca,Fe,Zn,O,H",2,2,0,0,"Yellow, grey, bright-green",Orthorhombic,1982,0
1438,Fahlunite,"Al,Fe,Mg,Si,O,H",,,0,0,,,,0
1439,Fairbankite,"Pb,Te,O,S",2,2,0,0,"Colorless",Triclinic,1979,0
1440,Fairbanksite,"",,,0,0,,,,0
1442,Fairchildite,"Ca,O,C,K",2.5,2.5,0,0,"Colorless, light gray to bluish gray",Hexagonal,1946,0
1443,Fairfieldite,"Ca,Mn,O,P,H",3.5,3.5,3.08,3.11,"White, greenish white, light amber, salmon-yellow; colourless in transmitted light.",Triclinic,1879,0
1444,Falcondoite,"Mg,Ni,Si,O,H",2,3,1.9,1.9,"whitish-green",Orthorhombic,,0
1446,Falkmanite,"Pb,Sb,S",2,3,6.24,6.24,"Gray-black to lead black",Monoclinic,,0
1448,False Emerald,"",,,0,0,,,,0
1449,False Sapphire,"",,,0,0,,,,0
1450,False Topaz,"",,,0,0,,,,0
1451,Famatinite,"Cu,Sb,S",3,4,4.635,4.635,"Deep pinkish brown",Tetragonal,1873,0
1452,Fangite,"As,Tl,S",2,2.5,0,0,"Deep red to maroon.",Orthorhombic,1992,0
1453,Faratsihite,"",,,0,0,,,,0
1456,Farringtonite,"Mg,O,P",,,2.74,2.74,"Colorless, white, pale yellow to amber yellow",Monoclinic,1961,0
1458,Fayalite,"Fe,Si,O",7,7,4.39,4.39,"Greenish-yellow, yellow or brown",Orthorhombic,1840,0
1459,Axinite-(Fe),"Al,Ca,Fe,Si,B,O,H",6.5,7,3.25,3.28,"Brown, clove-brown, plum blue, pearl gray",Triclinic,,0
1460,Ferro-ferri-tschermakite,"Al,Ca,Fe,Si,O,H",5,6,0,0,"greenish black",Monoclinic,,0
1461,Ferro-ferri-barroisite,"Al,Ca,Fe,Na,Si,O,H",,,0,0,,,,0
1463,Clinofergusonite-(Y),"Nb,O,Y",5.5,6.5,5.65,5.65,"Pale yellow",Monoclinic,,0
1464,Ferro-anthophyllite,"Fe,Si,O,H",5.5,6,3.24,0,"Clove-brown to dark brown, grey to white, pale green.",Orthorhombic,,0
1465,Ferro-eckermannite,"Al,Fe,Na,Si,O,H",,,0,0,,Monoclinic,,0
1466,Clinofergusonite-(Nd),"Ce,Nb,Nd,O",5.5,6.5,6.45,6.45,"Red, brownish red, yellowish brown",Monoclinic,,0
1467,Fedorite,"Ca,Na,Si,O,K,F,H",,,2.43,2.58,"White, colorless, bright red, raspberry red",Triclinic,1965,0
1468,Fedorovskite,"Ca,Mg,B,O,H",4.5,4.5,2.65,2.65,"Brown",Orthorhombic,,0
1469,Fedotovite,"Cu,O,K,S",2.5,2.5,3.205,3.205,"Emerald green to grass green",Monoclinic,1986,0
1471,Ferro-ferri-winchite,"Al,Ca,Fe,Na,Si,O,H",,,0,0,,,,0
1472,Ferro-edenite,"Al,Ca,Fe,Na,Si,O,H",5,6,0,0,"Black, dark green",Monoclinic,,0
1473,Feitknechtite,"Mn,O,H",,,,0,"Lead-gray, brownish black",Trigonal,1965,0
1474,Felsőbányaite,"Al,O,S,H",1.5,1.5,2.33,2.33,"Colourless, yellow, white; colourless in transmitted light.",Monoclinic,,0
1475,Fenaksite,"Fe,Mn,Na,Si,O,K,F,H",5,5.5,2.744,2.744,"Light rose",Triclinic,1959,0
1476,Ferberite,"Fe,O,W",4,4.5,7.58,7.58,"Black; dark brown in transmitted light",Monoclinic,1863,0
1477,Ferchromide,"Cr,Fe",6.5,6.5,0,0,"Light gray",Isometric,1986,0
1478,Fergusonite-(Ce),"Ce,Nb,O,H",5.5,6.5,5.48,5.48,"Dark red to black",Tetragonal,,0
1479,Fergusonite-(Nd),"Nb,Nd,O",5.5,6.5,0,0,,,,0
1480,Fergusonite-(Y),"Nb,O,Y",5.5,6.5,5.6,5.8,"Grey, yellow, brown",Tetragonal,,0
1481,Clinofergusonite-(Ce),"Ce,Nb,O",5.5,6.5,5.34,5.34,"red, reddish brown",Monoclinic,,0
1482,Johnbaumite-M,"As,Ca,O,H",5,5,3.518,3.518,"White to light pink",Monoclinic,1910,0
1483,Fernandinite,"Ca,Fe,O,K,H,V",2,3,2.78,2.78,"Dull green; light green, dark olive-green, brownish green in transmitted light",Monoclinic,1915,0
1484,Feroxyhyte,"Fe,O,H",,,0,0,"Yellow-brown, brown",Hexagonal,1975,0
1485,Ferrarisite,"As,Ca,O,H",,,2.63,2.63,"Colorless to white",Triclinic,1980,0
1487,Ferri-barroisite,"Al,Ca,Fe,Mg,Na,Si,O,H",5,6,0,0,,,,0
1488,Ferro-ferri-taramite,"Al,Ca,Fe,Na,Si,O,H",5,6,0,0,,,,0
1489,Ferri-winchite (of Leake 1978),"",,,0,0,,,,0
1490,Ferricopiapite,"Fe,O,S,H",2.5,3,2.14,2.14,"Yellow, yellow-orange",Triclinic,1938,0
1493,Ferrihydrite,"Fe,O,H",,,3.96,3.96,"Dark brown, yellow-brown",Trigonal,1971,0
1494,Ferro-ferri-katophorite,"Al,Ca,Fe,Na,Si,O,H",6,,3.32,0,"black",Monoclinic,,0
1495,Ferrilotharmeyerite,"As,Ca,Fe,Zn,O,H",3,3,4.25,4.25,"Brownish-yellow, yellow",Monoclinic,1986,0
1496,Ferrimolybdite,"Fe,Mo,O,H",1,2,2.99,2.99,"Yellow, canary yellow, or sulfur yellow, greenish yellow; colourless to canary-yellow in transmitted light",Orthorhombic,1914,0
1497,Ferrinatrite,"Fe,Na,O,S,H",2.5,2.5,2.55,2.61,"Colourless, grayish white, pale green, bluish green, amethystine; colourless in transmitted light.",Trigonal,1889,0
1498,Ferripyrophyllite,"Fe,Si,O,H",1.5,2,2.97,3.01,"brownish yellow",Monoclinic,1978,0
1500,Ferristrunzite,"Fe,O,P,H",4,4,2.38,2.50,"Pale yellow to creamy white, tan to very light brown",Triclinic,1986,0
1501,Ferrisurite,"Ca,Fe,Pb,Si,O,C,H",2,2.5,4.0,4.0,"Forest-green to light yellow-green",Monoclinic,1989,0
1502,Ferrisymplesite,"As,Fe,O,H",2.5,2.5,2.885,2.885,"Dark amber-brown, yellow-brown, yellow",Monoclinic,1924,0
1503,Ferri-tschermakite,"Al,Ca,Fe,Mg,Si,O,H",5,6,0,0,,Monoclinic,,0
1505,Ferro-actinolite,"Ca,Fe,Si,O,H",5,6,3.24,3.48,"Black-green, dark green",Monoclinic,1946,0
1506,Ferro-akermanite,"Ca,Si,Fe,O",,,0,0,,,,0
1507,Ferroalluaudite,"Ca,Fe,Mn,Na,O,P",5,5.5,3.4,3.5,"Straw-yellow to brownish yellow, green, greenish black; yellow to yellow-green in transmitted light.",Monoclinic,,0
1509,Iron-Platinum alloy,"Fe,Pt",,,0,0,"Grey",Isometric,,0
1510,Ferro-barroisite,"Al,Ca,Fe,Na,Si,O,H",5,6,0,0,"Bluish-green to green.",Monoclinic,1978,0
1511,Ferrobustamite,"Ca,Fe,Si,O",6,6,3.09,3.09,"Colorless, pink to brown.",Triclinic,1973,0
1512,Ferrocarpholite,"Al,Fe,Si,O,H",5.5,5.5,3.04,3.04,"Dark green, bright green, grayish green",Orthorhombic,1929,0
1514,Columbite-(Fe),"Fe,Nb,O",6,6,5.2,6.65,"Black to brownish black",Orthorhombic,1928,0
1515,Ferro-gedrite,"Al,Fe,Si,O,H",5.5,6,0,0,"Pale greenish-grey to brown",Orthorhombic,1939,0
1516,Ferro-glaucophane,"Al,Fe,Na,Si,O,H",5,6,0,0,"Grey to lavender-blue.",Monoclinic,1957,0
1517,Ferrohexahydrite,"Fe,O,S,H",2,2,0,0,"Bluish green, colourless, white, light brownish",Monoclinic,1962,0
1519,Ferro-hornblende,"Al,Ca,Fe,Si,O,H",5,6,3.12,3.30,"Dark green to black, greenish-brown, more rarely lighter green",Monoclinic,1978,0
1521,Ferro-kaersutite,"Al,Ca,Fe,Na,Si,Ti,O",5,6,0,0,"Dark brown to black",Monoclinic,1978,0
1522,Ferrokësterite,"Cu,Fe,Sn,S",4,4,0,0,"Grey",Tetragonal,,0
1523,Ferronickelplatinum,"Fe,Ni,Pt",5,5,0,0,"Silvery White",Tetragonal,1983,0
1524,Ferro-pargasite,"Al,Ca,Fe,Na,Si,O,H",5,6,0,0,"Greenish-brown to dark green, black.",Monoclinic,1961,0
1525,Pyrosmalite-(Fe),"Cl,Fe,Si,O,H",4.5,4.5,0,0,,Trigonal,1808,0
1526,Ferro-richterite,"Ca,Fe,Na,Si,O,H",5,6,0,0,"Brown to brownish-red, rose-red, yellow, grey-brown, also pale to dark green.",Monoclinic,1978,0
1527,Ferroselite,"Fe,Se",6,6.5,7.20,7.20,"Steel gray to tin white with rose tint, brass yellow",Orthorhombic,1955,0
1528,Ferrosilite,"Fe,Si,O",5,6,3.60,4.00,"Dark brown to black. ",Orthorhombic,1935,0
1529,Ferrostrunzite,"Fe,O,P,H",4,4,2.50,2.50,"Creamy yellow, pale yellow, tan to light brown",Triclinic,1983,0
1530,Tantalite-(Fe),"Fe,Ta,O",6,6.5,6.65,7.95,"Iron-black",Orthorhombic,1836,0
1531,Tapiolite-(Fe),"Fe,Ta,O",6,6.5,7.90,7.90,"Black",Tetragonal,1863,0
1532,Ferro-tschermakite,"Al,Ca,Fe,Si,O,H",5,6,0,0,"Medium green to dark green to green-black to black, also brownish-green.",Monoclinic,1945,0
1533,Ferrotychite,"Fe,Mg,Mn,Na,O,C,S",4,4,2.79,2.79,"Gold-brown by a surface film of alteration product. On fresh surfaces, it is colorless to light yellow.",Isometric,1981,0
1534,Ferro-winchite,"Al,Ca,Fe,Na,Si,O,H",5.5,5.5,0,0,"Cobalt-blue to violet-blue.",Monoclinic,,0
1535,Ferrowodginite,"Fe,Sn,Ta,O",5.5,5.5,0,0,"Dark brown to black",Monoclinic,1992,0
1536,Ferrowyllieite,"Al,Ca,Fe,Mg,Mn,Na,O,P",4,4,3.601,3.601,"Greenish black, also dark bluish green, dark greenish gray, dark green, dark brown.",Monoclinic,1979,0
1537,Ferruccite,"Na,B,F",3,3,2.496,2.496,"Colourless to white",Orthorhombic,1933,0
